青沥备开内靛,state(han),city(han),city2(han),困档,版档,惯钎矫埃,浅氢,浅加,扁柯,嚼档,碍荐樊
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-02 21:00:00,悼,2.9,9.7,86,0.5
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-02 22:00:00,悼,2.5,9.9,82,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-02 23:00:00,合悼,1.7,9.5,82,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 00:00:00,合悼,2.3,8.5,93,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 01:00:00,合辑,0.8,7.3,95,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 02:00:00,合悼,0.9,6.8,97,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 03:00:00,合,0.9,6.5,98,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 04:00:00,合,0.8,6.2,98,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 05:00:00,合悼,0.1,7,98,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 06:00:00,合悼,0.9,7.4,98,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 07:00:00,合,1.4,8.4,96,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 08:00:00,辑,1.2,9.4,93,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 09:00:00,合悼,1.1,12.9,79,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 10:00:00,巢辑,1.3,14.5,59,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 11:00:00,巢辑,2.1,16.8,48,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 12:00:00,辑,2.1,18.8,34,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 13:00:00,巢辑,1.7,19.7,29,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 14:00:00,巢辑,2.4,21,31,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 15:00:00,辑,2.7,21.6,28,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 16:00:00,巢,2.7,21.8,29,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 17:00:00,巢辑,2.2,22.2,27,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 18:00:00,巢辑,1.8,21.4,28,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 19:00:00,巢辑,2,19.9,33,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 20:00:00,辑,2.6,18.5,37,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 21:00:00,辑,2.5,17.1,43,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 22:00:00,辑,2.5,15.8,49,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-03 23:00:00,辑,2.6,15,53,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 00:00:00,辑,2.4,14,56,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 01:00:00,辑,0.1,13,62,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 02:00:00,合,0.4,10.8,73,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 03:00:00,合,0.1,10.7,72,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 04:00:00,合,0.6,9.8,76,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 05:00:00,合,0.1,9.8,76,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 06:00:00,辑,0.3,9.9,82,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 07:00:00,巢辑,0.3,12.1,72,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 08:00:00,辑,1.5,13.7,62,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 09:00:00,辑,2.1,16.3,53,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 10:00:00,辑,2.4,18.6,42,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 11:00:00,辑,2.2,21.5,37,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 12:00:00,辑,1.9,23.8,31,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 13:00:00,巢辑,2.5,24.7,26,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 14:00:00,巢辑,2.2,26.6,28,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 15:00:00,辑,2.5,27.1,25,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 16:00:00,辑,2.3,27.3,26,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 17:00:00,辑,2.2,26.5,25,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 18:00:00,辑,3,24.4,29,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 19:00:00,辑,3.2,22.4,32,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 20:00:00,辑,2.9,20.5,37,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 21:00:00,辑,2.7,19.4,41,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 22:00:00,巢辑,2.2,18.2,45,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-04 23:00:00,辑,1.5,16.6,51,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 00:00:00,合,0.9,15.1,58,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 01:00:00,合辑,0.4,14.2,62,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 02:00:00,合悼,0.4,13.5,66,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 03:00:00,辑,1,12.4,72,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 04:00:00,合,1,11.1,81,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 05:00:00,合辑,0.4,11.6,79,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 06:00:00,辑,1,12,79,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 07:00:00,辑,0.1,14,71,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 08:00:00,辑,1.1,15.6,64,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 09:00:00,辑,1.2,17.7,58,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 10:00:00,辑,1.6,19.8,51,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 11:00:00,辑,2.1,22.7,43,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 12:00:00,辑,2.9,24.9,37,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 13:00:00,巢辑,2.5,25,28,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 14:00:00,合辑,2.8,26.7,27,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 15:00:00,辑,3.5,27.3,23,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 16:00:00,辑,2.8,27.9,20,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 17:00:00,巢辑,2.2,27,18,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 18:00:00,巢辑,2.3,26,17,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 19:00:00,辑,2.9,23.7,34,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 20:00:00,巢辑,2.8,21.8,41,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 21:00:00,巢辑,2.5,20.2,45,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 22:00:00,巢辑,2.2,19.7,48,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-05 23:00:00,辑,2.8,18.8,56,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 00:00:00,辑,1.3,17.5,62,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 01:00:00,合悼,0.8,15.1,72,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 02:00:00,合,1,13.7,79,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 03:00:00,合,1,13.5,79,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 04:00:00,巢,0.4,13.6,82,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 05:00:00,巢辑,1.4,13.2,84,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 06:00:00,合辑,1,12.7,88,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 07:00:00,合悼,0.4,15.5,75,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 08:00:00,巢辑,0.8,17.7,67,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 09:00:00,巢辑,1.2,19.7,58,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 10:00:00,巢辑,1.3,22.1,46,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 11:00:00,巢,2.4,24.1,38,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 12:00:00,合辑,2.8,25.6,32,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 13:00:00,合辑,3,26.3,32,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 14:00:00,巢悼,2,26.7,34,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 15:00:00,合辑,2.1,26.7,34,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 16:00:00,合辑,2.4,28.1,33,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 17:00:00,辑,2.1,27.7,36,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 18:00:00,辑,2.2,26.7,37,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 19:00:00,巢辑,2.1,25.2,44,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 20:00:00,辑,2.8,23.6,51,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 21:00:00,巢辑,2.3,22.6,54,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 22:00:00,巢辑,2.1,22.1,56,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-06 23:00:00,辑,2.2,21,57,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 00:00:00,辑,2.7,20.4,59,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 01:00:00,辑,2.4,18.8,66,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 02:00:00,辑,2.5,18.5,68,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 03:00:00,辑,1.9,18.2,70,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 04:00:00,辑,1.7,17.6,73,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 05:00:00,辑,1.5,16.1,80,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 06:00:00,辑,1.8,16.5,81,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 07:00:00,辑,1,18.8,69,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 08:00:00,合辑,2.3,19.6,64,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 09:00:00,辑,2.1,21.5,61,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 10:00:00,合,3.6,23.1,52,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 11:00:00,合悼,4.2,22.6,48,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 12:00:00,合辑,2.2,23.7,49,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 13:00:00,合辑,4.1,24.3,42,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 14:00:00,合,2.3,25.8,39,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 15:00:00,合辑,3,25.3,39,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 16:00:00,合,3.1,25.2,41,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 17:00:00,合悼,3.8,24.1,45,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 18:00:00,巢悼,3.9,20,57,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 19:00:00,巢悼,4.7,15.8,72,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 20:00:00,巢悼,5.6,14.5,77,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 21:00:00,悼,3.3,14.2,76,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 22:00:00,悼,4.3,14.3,66,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-07 23:00:00,悼,4.9,13.9,68,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 00:00:00,悼,3.6,13.6,69,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 01:00:00,悼,4,13.2,69,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 02:00:00,悼,4.5,12.9,72,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 03:00:00,悼,3.4,12.9,72,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 04:00:00,悼,3.2,12.8,73,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 05:00:00,巢悼,2.8,12.7,74,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 06:00:00,巢悼,2.7,12.7,74,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 07:00:00,悼,2,13.4,70,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 08:00:00,巢悼,3.5,14.3,65,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 09:00:00,悼,3,17.8,57,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 10:00:00,悼,2.8,17.3,56,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 11:00:00,巢悼,3,18.1,47,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 12:00:00,合悼,2.8,20.6,41,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 13:00:00,悼,3,20.5,39,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 14:00:00,巢悼,2,21,37,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 15:00:00,巢,1.4,21.3,40,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 16:00:00,悼,2.4,22.3,35,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 17:00:00,巢悼,3,21,41,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 18:00:00,巢悼,3.3,19.3,45,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 19:00:00,巢悼,3.5,17.9,49,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 20:00:00,巢悼,5,16.3,53,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 21:00:00,巢悼,3.8,15.4,56,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 22:00:00,巢悼,3.1,15.1,57,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-08 23:00:00,悼,2.9,14.7,57,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 00:00:00,巢悼,3.7,14.3,59,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 01:00:00,悼,3.2,14.4,58,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 02:00:00,悼,0.8,11.7,88,0.5
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 03:00:00,合悼,2.6,11.7,91,0.5
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 04:00:00,合悼,2.6,11.8,86,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 05:00:00,合悼,1.4,11.6,88,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 06:00:00,合悼,2.5,11.7,92,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 07:00:00,合,1.8,12,91,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 08:00:00,合悼,1.8,12.8,84,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 09:00:00,合辑,2.8,14.6,70,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 10:00:00,悼,1.8,17.6,52,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 11:00:00,悼,1.9,19.2,38,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 12:00:00,巢悼,3,21.6,35,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 13:00:00,悼,4.6,21.8,31,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 14:00:00,巢悼,5,21.7,25,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 15:00:00,悼,3.5,22.9,25,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 16:00:00,巢悼,4.3,21.7,26,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 17:00:00,悼,4.6,20.4,26,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 18:00:00,悼,4,19.4,27,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 19:00:00,悼,4.5,17.8,32,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 20:00:00,悼,3.4,16.7,37,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 21:00:00,悼,2.9,15.6,40,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 22:00:00,悼,2.9,14.8,42,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-09 23:00:00,悼,1.8,13.9,45,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 00:00:00,巢悼,2,13.9,49,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 01:00:00,悼,2.2,13.7,55,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 02:00:00,合悼,2.1,12.3,60,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 03:00:00,合悼,1.8,11.6,64,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 04:00:00,合,1.3,10.7,69,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 05:00:00,合悼,1.6,10.7,67,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 06:00:00,合悼,1.5,11.1,66,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 07:00:00,合悼,2.2,12,65,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 08:00:00,合悼,1.8,13.9,60,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 09:00:00,悼,2.3,15.8,53,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 10:00:00,巢悼,3.5,17.6,54,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 11:00:00,巢悼,2.6,19.3,43,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 12:00:00,悼,2.4,22.9,31,0
2723071500,措备堡开矫,合备,包巩悼,35.898672,128.544378,2022-05-10 13:00:00,悼,3.1,22.2,30,0
