«‡¡§±∏ø™ƒ⁄µÂ,state(han),city(han),city2(han),¿ßµµ,∞Êµµ,πﬂ«•Ω√∞£,«≥«‚,«≥º”,±‚ø¬,Ω¿µµ,∞≠ºˆ∑Æ
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 16:00:00,º≠,3.3,16.1,32,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 17:00:00,∫œº≠,2,16.7,34,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 18:00:00,º≠,2,16.2,34,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 19:00:00,º≠,1.4,11.7,55,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 20:00:00,º≠,0.9,9.6,57,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 21:00:00,∫œ,0.2,7.6,74,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 22:00:00,∫œº≠,1.5,7.2,83,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-02 23:00:00,∫œº≠,2.1,6.2,89,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 00:00:00,∫œº≠,1.2,5.6,93,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 01:00:00,∫œº≠,2.2,5.2,96,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 02:00:00,º≠,0.1,4.7,98,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 03:00:00,∫œº≠,0.2,3.9,99,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 04:00:00,º≠,0.5,3.1,100,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 05:00:00,∫œº≠,0.6,2.7,100,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 06:00:00,∫œº≠,0.4,2.5,100,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 07:00:00,µø,0.3,4.3,100,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 08:00:00,≥≤µø,0.7,7.2,88,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 09:00:00,≥≤µø,1.2,11,73,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 10:00:00,≥≤µø,1.6,14.6,60,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 11:00:00,µø,1.5,17.8,47,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 12:00:00,º≠,1.5,18.9,28,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 13:00:00,∫œº≠,2.6,20.2,31,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 14:00:00,∫œº≠,2.6,21.1,25,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 15:00:00,º≠,3,21.3,24,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 16:00:00,º≠,3.5,21.2,25,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 17:00:00,º≠,3.7,20.7,27,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 18:00:00,º≠,3.3,19.9,31,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 19:00:00,º≠,1.1,17.3,40,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 20:00:00,∫œº≠,2.1,13.5,55,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 21:00:00,∫œº≠,1.9,12.6,52,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 22:00:00,º≠,1.7,11.2,56,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-03 23:00:00,∫œº≠,1.6,10.7,54,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 00:00:00,º≠,0.7,9.3,62,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 01:00:00,∫œº≠,2.1,8.8,56,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 02:00:00,∫œº≠,2.5,8.2,59,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 03:00:00,∫œº≠,0.1,6.5,75,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 04:00:00,º≠,0.1,5.8,84,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 05:00:00,º≠,1.1,5.2,82,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 06:00:00,º≠,0.6,4.9,82,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 07:00:00,∫œ,0.1,7.2,75,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 08:00:00,∫œµø,0.4,10.6,65,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 09:00:00,≥≤µø,0.7,15.6,44,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 10:00:00,µø,1.7,19.1,34,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 11:00:00,µø,1.7,21.3,31,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 12:00:00,µø,1.2,25.1,28,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 13:00:00,∫œº≠,3.1,25.3,25,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 14:00:00,º≠,2.9,26.1,24,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 15:00:00,º≠,2.9,26.6,24,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 16:00:00,º≠,3.3,26.4,24,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 17:00:00,º≠,3.4,25.2,27,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 18:00:00,∫œº≠,1.3,23.7,34,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 19:00:00,∫œº≠,2.1,18.5,53,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 20:00:00,º≠,2,16.4,58,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 21:00:00,º≠,1.9,15.8,59,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 22:00:00,º≠,2.1,15.3,60,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-04 23:00:00,º≠,2.3,14.6,63,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 00:00:00,∫œº≠,2.4,13,68,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 01:00:00,∫œº≠,0.6,11.3,75,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 02:00:00,∫œ,0.1,9.5,85,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 03:00:00,º≠,0.6,8.6,88,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 04:00:00,º≠,0.5,7.8,93,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 05:00:00,∫œº≠,0.1,7.3,92,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 06:00:00,º≠,0.6,7,95,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 07:00:00,∫œ,0.1,9.2,91,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 08:00:00,≥≤µø,0.2,12.9,74,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 09:00:00,µø,1.2,17.3,59,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 10:00:00,≥≤µø,1.4,21.3,42,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 11:00:00,≥≤µø,1.7,23.2,39,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 12:00:00,µø,1.3,24.2,34,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 13:00:00,º≠,2.1,26.1,30,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 14:00:00,º≠,2.4,26.4,24,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 15:00:00,º≠,2.7,27.2,19,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 16:00:00,º≠,2.6,27,17,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 17:00:00,∫œº≠,2.2,26.7,21,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 18:00:00,º≠,0.6,23.5,37,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 19:00:00,∫œº≠,2.7,18.9,50,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 20:00:00,º≠,1.6,16.4,55,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 21:00:00,∫œº≠,2.5,15.5,57,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 22:00:00,º≠,0.7,14.4,61,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-05 23:00:00,∫œº≠,1.3,12.9,69,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 00:00:00,≥≤µø,0.2,11.8,77,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 01:00:00,∫œº≠,0.4,10.9,85,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 02:00:00,∫œº≠,0.4,10.5,90,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 03:00:00,∫œº≠,0.2,9.9,95,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 04:00:00,º≠,0.6,9.7,97,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 05:00:00,º≠,0.4,9.1,99,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 06:00:00,∫œ,0.1,8.8,100,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 07:00:00,∫œ,0.1,10.9,96,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 08:00:00,≥≤,0.3,14.4,78,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 09:00:00,µø,1.5,18.6,64,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 10:00:00,≥≤µø,1,22.9,52,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 11:00:00,∫œº≠,2,24.1,44,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 12:00:00,≥≤º≠,1.2,25.7,41,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 13:00:00,º≠,2.6,25.8,42,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 14:00:00,º≠,1.9,27,40,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 15:00:00,º≠,2.1,26.6,40,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 16:00:00,º≠,2.7,26.3,38,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 17:00:00,∫œº≠,2.8,25,40,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 18:00:00,∫œº≠,1.3,23.8,48,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 19:00:00,º≠,1.2,19.3,66,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 20:00:00,∫œº≠,2.6,17.8,69,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 21:00:00,º≠,1.3,16.8,73,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 22:00:00,∫œº≠,2,17.6,71,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-06 23:00:00,º≠,2,16.3,76,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 00:00:00,º≠,2,15.2,79,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 01:00:00,∫œº≠,2.1,14.1,81,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 02:00:00,º≠,1.3,13.2,85,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 03:00:00,∫œº≠,1.5,12.7,89,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 04:00:00,º≠,0.8,13.4,89,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 05:00:00,º≠,0.8,12.6,93,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 06:00:00,µø,0.3,12.1,98,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 07:00:00,≥≤µø,0.7,14,91,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 08:00:00,º≠,1.7,18.3,67,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 09:00:00,º≠,2.6,19.1,64,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 10:00:00,º≠,2.6,21,61,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 11:00:00,º≠,2.8,20.4,60,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 12:00:00,∫œº≠,2.8,20,60,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 13:00:00,º≠,2.2,21.2,56,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 14:00:00,∫œº≠,2.3,21.2,50,0
4725044000,∞ÊªÛ∫œµµ,ªÛ¡÷Ω√,¿∫√¥∏È,36.528789,128.073756,2022-05-07 15:00:00,∫œº≠,2.6,23,38,0
