«‡¡§±∏ø™ƒ⁄µÂ,state(han),city(han),city2(han),¿ßµµ,∞Êµµ,πﬂ«•Ω√∞£,≥Øæææ∆¿Ãƒ‹,≥Øææ≈ÿΩ∫∆Æ,«≥«‚,«≥º”,±‚ø¬,Ω¿µµ,∞≠ºˆ∑Æ,¿˚º≥∑Æ,¿œ¡∂∑Æ,¿œªÁ∑Æ
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 00:00:00,4,»Â∏≤,º≠,3.8,10.8,3.3,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 01:00:00,4,»Â∏≤,º≠,4.1,10.4,4.4,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 02:00:00,4,»Â∏≤,º≠,3,10.1,5.4,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 03:00:00,4,»Â∏≤,º≠,2.2,9.8,6.1,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 04:00:00,4,»Â∏≤,∫œ∫œº≠,1.6,9.2,6.6,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 05:00:00,4,»Â∏≤,º≠≥≤º≠,0.9,8.8,7,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 06:00:00,4,»Â∏≤,º≠,0.8,8.6,7.3,-,-,0,0
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 07:00:00,4,»Â∏≤,º≠,1.5,9.8,6.9,-,-,7,46
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 08:00:00,4,»Â∏≤,º≠≥≤º≠,3.1,10.8,6.5,-,-,10,112
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 09:00:00,4,»Â∏≤,º≠≥≤º≠,3.2,12.4,5.9,-,-,10,191
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 10:00:00,4,»Â∏≤,º≠≥≤º≠,3.7,14.1,4.6,-,-,10,262
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 11:00:00,4,»Â∏≤,º≠≥≤º≠,3.8,15.8,3.8,-,-,10,324
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 12:00:00,4,»Â∏≤,º≠,5,16.9,2.6,-,-,8,308
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 13:00:00,4,»Â∏≤,º≠∫œº≠,4.2,17.2,2.7,-,-,9,374
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 14:00:00,4,»Â∏≤,º≠,4.8,17.3,2.8,-,-,6,253
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 15:00:00,4,»Â∏≤,º≠,5.8,17.3,2.8,-,-,9,292
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 16:00:00,4,»Â∏≤,º≠≥≤º≠,2.6,16,3.1,-,-,0,72
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 17:00:00,4,»Â∏≤,∫œ∫œµø,3.3,15.3,3.4,-,-,3,95
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 18:00:00,4,»Â∏≤,≥≤≥≤º≠,2.4,13.1,5.2,0,-,0,13
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 19:00:00,4,»Â∏≤,µø≥≤µø,1.3,11.8,5.8,0,-,0,9
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 20:00:00,4,»Â∏≤,º≠≥≤º≠,1.5,9.4,7.4,0,-,0,1
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 21:00:00,4,»Â∏≤,µø,5.2,10.3,6.1,0,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 22:00:00,4,»Â∏≤,≥≤,0.6,8.3,7,0,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-02 23:00:00,4,»Â∏≤,º≠≥≤º≠,0.7,6.8,7.9,0,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 00:00:00,4,»Â∏≤,º≠≥≤º≠,0.8,5.2,8.5,0,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 01:00:00,4,»Â∏≤,≥≤µø,0.1,4.3,8.7,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 02:00:00,4,»Â∏≤,∫œµø,0.8,3.5,8.8,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 03:00:00,4,»Â∏≤,≥≤µø,0.1,3,8.9,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 04:00:00,4,»Â∏≤,º≠≥≤º≠,0.5,2.7,9,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 05:00:00,4,»Â∏≤,≥≤µø,0,2,9,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 06:00:00,4,»Â∏≤,≥≤µø,0,1.6,9,-,-,0,0
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 07:00:00,4,»Â∏≤,≥≤µø,0.4,3.5,9.1,-,-,10,40
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 08:00:00,4,»Â∏≤,µø,0.6,7.6,7.3,-,-,10,115
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 09:00:00,4,»Â∏≤,º≠≥≤º≠,3,11.6,5.3,-,-,10,195
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 10:00:00,4,»Â∏≤,º≠≥≤º≠,2.7,14.2,4.3,-,-,10,263
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 11:00:00,4,»Â∏≤,º≠,3.4,15.9,3.6,-,-,10,318
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 12:00:00,4,»Â∏≤,º≠,4.1,17.5,2.4,-,-,10,354
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 13:00:00,4,»Â∏≤,º≠,4.9,18.3,2.7,-,-,10,361
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 14:00:00,4,»Â∏≤,º≠,3.8,19.5,2.8,-,-,10,342
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 15:00:00,4,»Â∏≤,º≠,3.4,20.5,2.6,-,-,10,302
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 16:00:00,4,»Â∏≤,º≠≥≤º≠,4.4,21,2.1,-,-,10,248
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 17:00:00,4,»Â∏≤,º≠,4,20.3,2.2,-,-,10,177
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 18:00:00,4,»Â∏≤,º≠≥≤º≠,2.8,19.5,2.3,-,-,10,102
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 19:00:00,4,»Â∏≤,º≠∫œº≠,2.1,17.5,3.3,-,-,6,27
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 20:00:00,4,»Â∏≤,∫œµø,0.7,14.7,4,-,-,0,1
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 21:00:00,4,»Â∏≤,º≠≥≤º≠,1.4,13.6,4.2,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 22:00:00,4,»Â∏≤,º≠,2.7,13,4.2,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-03 23:00:00,4,»Â∏≤,º≠∫œº≠,1.7,12.5,4.2,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 00:00:00,4,»Â∏≤,∫œ∫œº≠,0.7,10.1,5.3,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 01:00:00,4,»Â∏≤,∫œ∫œµø,0.8,9.8,5.4,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 02:00:00,4,»Â∏≤,∫œ∫œµø,1.2,8.6,6.1,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 03:00:00,4,»Â∏≤,∫œ,0.5,8.5,6.1,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 04:00:00,4,»Â∏≤,∫œ∫œµø,1,7.4,6.8,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 05:00:00,4,»Â∏≤,≥≤≥≤µø,0.6,5.7,7.9,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 06:00:00,4,»Â∏≤,∫œµø,0.5,5,8.3,-,-,0,1
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 07:00:00,4,»Â∏≤,≥≤µø,0.1,7,7.8,-,-,10,42
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 08:00:00,4,»Â∏≤,≥≤µø,0.5,12.1,6,-,-,10,115
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 09:00:00,4,»Â∏≤,º≠≥≤º≠,3.1,15.8,3.9,-,-,10,191
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 10:00:00,4,»Â∏≤,≥≤º≠,3.3,18.5,3.3,-,-,10,258
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 11:00:00,4,»Â∏≤,º≠≥≤º≠,3.7,20.5,3,-,-,10,311
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 12:00:00,4,»Â∏≤,º≠≥≤º≠,4.2,21.8,3,-,-,10,342
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 13:00:00,4,»Â∏≤,º≠≥≤º≠,5.4,23.2,2.8,-,-,10,351
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 14:00:00,4,»Â∏≤,º≠≥≤º≠,4.7,24.2,2.5,-,-,10,342
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 15:00:00,4,»Â∏≤,º≠≥≤º≠,4.4,24.7,2.4,-,-,10,302
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 16:00:00,4,»Â∏≤,º≠∫œº≠,4.1,24.2,2.6,-,-,10,247
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 17:00:00,4,»Â∏≤,º≠,4.7,23.7,2.7,-,-,10,175
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 18:00:00,4,»Â∏≤,º≠,4.1,22.7,3,-,-,10,100
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 19:00:00,4,»Â∏≤,º≠,3.2,20.8,3.5,-,-,6,28
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 20:00:00,4,»Â∏≤,º≠,2.5,19.4,3.8,-,-,0,1
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 21:00:00,4,»Â∏≤,º≠≥≤º≠,1,16.3,4.8,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 22:00:00,4,»Â∏≤,º≠∫œº≠,2.3,16,4.9,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-04 23:00:00,4,»Â∏≤,º≠∫œº≠,1.5,14.3,5.3,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 00:00:00,4,»Â∏≤,∫œº≠,0.7,13.1,5.8,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 01:00:00,4,»Â∏≤,≥≤≥≤º≠,0.6,10.6,7.1,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 02:00:00,4,»Â∏≤,≥≤≥≤µø,0.6,9.5,7.5,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 03:00:00,4,»Â∏≤,≥≤µø,0.4,8.3,8,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 04:00:00,4,»Â∏≤,≥≤µø,0,7.5,8.2,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 05:00:00,4,»Â∏≤,∫œµø,1.1,6.3,8.5,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 06:00:00,4,»Â∏≤,≥≤µø,0,6.3,8.7,-,-,0,1
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 07:00:00,4,»Â∏≤,µø,0.7,8.8,8,-,-,10,46
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 08:00:00,4,»Â∏≤,µø,0.7,13.1,6.7,-,-,10,123
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 09:00:00,4,»Â∏≤,º≠≥≤º≠,2.8,17.3,4.7,-,-,10,201
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 10:00:00,4,»Â∏≤,≥≤º≠,3.6,19.7,4.4,-,-,10,269
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 11:00:00,4,»Â∏≤,º≠≥≤º≠,3.5,21.1,4.1,-,-,10,320
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 12:00:00,4,»Â∏≤,º≠≥≤º≠,3.1,22.5,3.6,-,-,10,353
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 13:00:00,4,»Â∏≤,≥≤º≠,3.5,24.2,3.2,-,-,10,363
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 14:00:00,4,»Â∏≤,≥≤º≠,2.9,24.9,2.9,-,-,10,347
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 15:00:00,4,»Â∏≤,≥≤µø,1.5,25.3,3,-,-,10,307
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 16:00:00,4,»Â∏≤,≥≤,1.8,25.7,2.9,-,-,10,248
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 17:00:00,4,»Â∏≤,≥≤º≠,1.5,25.1,2.9,-,-,10,176
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 18:00:00,4,»Â∏≤,º≠,2.5,24.4,3.3,-,-,10,100
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 19:00:00,4,»Â∏≤,∫œº≠,1.8,21.9,3.6,-,-,6,31
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 20:00:00,4,»Â∏≤,∫œ∫œµø,1.4,17.9,4.7,-,-,0,1
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 21:00:00,4,»Â∏≤,º≠,0.6,15.4,6,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 22:00:00,4,»Â∏≤,∫œµø,1.3,14.3,6.1,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-05 23:00:00,4,»Â∏≤,≥≤≥≤µø,0.8,13.3,6.7,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 00:00:00,4,»Â∏≤,µø∫œµø,0.5,12.4,7.2,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 01:00:00,4,»Â∏≤,∫œµø,0.9,11,7.9,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 02:00:00,4,»Â∏≤,≥≤µø,0,10.3,8.2,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 03:00:00,4,»Â∏≤,≥≤µø,0.4,9.9,8.6,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 04:00:00,4,»Â∏≤,µø∫œµø,1,9.4,8.7,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 05:00:00,4,»Â∏≤,≥≤µø,0.4,8.9,8.9,-,-,-,-
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 06:00:00,4,»Â∏≤,≥≤µø,0,8.8,9,-,-,0,1
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 07:00:00,4,»Â∏≤,≥≤µø,0.2,10.8,8.4,-,-,10,48
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 08:00:00,4,»Â∏≤,µø≥≤µø,0.6,15.1,7.4,-,-,10,122
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 09:00:00,4,»Â∏≤,º≠≥≤º≠,2.5,19.2,5.8,-,-,10,201
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 10:00:00,4,»Â∏≤,≥≤º≠,2.7,21,4.9,-,-,10,268
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 11:00:00,4,»Â∏≤,º≠,4,22.2,4.4,-,-,10,319
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 12:00:00,4,»Â∏≤,º≠,4.7,22.8,4.3,-,-,10,344
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 13:00:00,4,»Â∏≤,º≠,3.2,23.8,4,-,-,10,356
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 14:00:00,4,»Â∏≤,º≠,4,24.9,3.7,-,-,10,330
4373034000,√Ê√ª∫œµµ,ø¡√µ±∫,√ªº∫∏È,36.324736,127.761986,2022-05-06 15:00:00,4,»Â∏≤,º≠≥≤º≠,3.2,25,3.9,-,-,10,301
