«‡¡§±∏ø™ƒ⁄µÂ,state(han),city(han),city2(han),¿ßµµ,∞Êµµ,πﬂ«•Ω√∞£,«≥«‚,«≥º”,±‚ø¬,Ω¿µµ,∞≠ºˆ∑Æ
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 05:00:00,∫œ,0.1,6.9,96,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 06:00:00,∫œ,0.4,6.5,98,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 07:00:00,∫œ,0.9,9.2,90,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 08:00:00,µø,0.9,12.4,73,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 09:00:00,∫œµø,0.4,15.8,60,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 10:00:00,∫œ,1.4,19.1,47,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 11:00:00,∫œº≠,1.3,21.7,42,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 12:00:00,∫œº≠,1.4,22.9,41,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 13:00:00,∫œ,2.2,24.7,33,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 14:00:00,∫œ,2,25.2,34,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 15:00:00,∫œº≠,2.7,25.9,30,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 16:00:00,∫œ,2.2,25.9,29,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 17:00:00,∫œº≠,2,25.5,31,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 18:00:00,º≠,1.5,24.6,32,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 19:00:00,≥≤º≠,0.7,22,42,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 20:00:00,≥≤º≠,0.6,19.3,52,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 21:00:00,º≠,0.7,18.9,57,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 22:00:00,∫œ,0.7,16.3,70,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-05 23:00:00,µø,0.1,14.5,80,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 00:00:00,µø,0.1,13.6,85,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 01:00:00,∫œ,0.1,12.5,91,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 02:00:00,∫œµø,0.1,11.5,95,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 03:00:00,µø,0.2,10.9,96,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 04:00:00,∫œµø,0.1,10.3,98,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 05:00:00,∫œµø,0.2,9.8,98,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 06:00:00,∫œµø,0.2,9.5,99,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 07:00:00,∫œµø,0.6,11.6,94,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 08:00:00,∫œµø,0.7,14.5,78,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 09:00:00,≥≤µø,0.4,18.4,65,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 10:00:00,≥≤µø,0.9,21,59,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 11:00:00,∫œº≠,1.2,23.4,46,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 12:00:00,∫œº≠,2.1,24.8,46,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 13:00:00,≥≤º≠,2.1,25.4,40,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 14:00:00,º≠,2.9,26.1,43,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 15:00:00,º≠,1.6,26.4,36,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 16:00:00,º≠,1.6,26.1,35,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 17:00:00,∫œº≠,2,25.7,38,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 18:00:00,∫œº≠,1.8,24.6,42,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 19:00:00,≥≤º≠,1.6,23,45,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 20:00:00,≥≤º≠,1.5,21.7,51,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 21:00:00,∫œ,1,19.9,65,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 22:00:00,≥≤º≠,0.5,17.7,74,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-06 23:00:00,µø,0.1,16.3,81,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 00:00:00,∫œ,0.1,14.9,86,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 01:00:00,≥≤º≠,0.3,14.3,89,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 02:00:00,∫œ,0.1,14.2,90,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 03:00:00,º≠,0.1,13,96,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 04:00:00,≥≤,0.2,12.6,97,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 05:00:00,∫œ,0.1,11.6,98,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 06:00:00,≥≤º≠,0.5,13,98,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 07:00:00,∫œº≠,0.2,13.6,93,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 08:00:00,µø,0.3,15.4,87,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 09:00:00,∫œº≠,1.3,18.9,74,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 10:00:00,º≠,2,20.6,64,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 11:00:00,º≠,1.8,20.9,62,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 12:00:00,∫œº≠,2.2,22,54,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 13:00:00,∫œº≠,2,21.2,59,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 14:00:00,∫œ,2.6,22.1,58,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 15:00:00,∫œº≠,1.7,23.4,49,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 16:00:00,∫œº≠,1.9,23.5,30,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 17:00:00,∫œº≠,3.5,22.7,33,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 18:00:00,∫œ,4,20.1,36,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 19:00:00,∫œº≠,2.1,19,31,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 20:00:00,∫œº≠,1.1,17,36,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 21:00:00,≥≤µø,0.2,15.4,41,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 22:00:00,≥≤º≠,0.2,13,54,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-07 23:00:00,≥≤µø,0.3,11.4,62,0
4373033000,√Ê√ª∫œµµ,ø¡√µ±∫,æ»≥ª∏È,36.391533,127.664075,2022-05-08 00:00:00,≥≤µø,0.6,10.9,70,0
