青沥备开内靛,state(han),city(han),city2(han),困档,版档,惯钎矫埃,浅氢,浅加,扁柯,嚼档,碍荐樊
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 08:00:00,合悼,0.5,6.9,86,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 09:00:00,巢,1.1,10.9,62,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 10:00:00,悼,1.4,14.5,49,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 11:00:00,悼,1.4,17.1,37,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 12:00:00,合辑,1.8,17.9,31,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 13:00:00,辑,2,19.2,29,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 14:00:00,合,1.6,20.1,23,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 15:00:00,合,2.5,21.2,23,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 16:00:00,辑,1.8,20.9,18,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 17:00:00,合,1.9,20.5,24,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 18:00:00,巢,1.4,19.3,29,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 19:00:00,合悼,0.4,16.3,39,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 20:00:00,巢悼,1.1,13.3,47,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 21:00:00,悼,0.3,10.3,67,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 22:00:00,悼,0.2,8.3,70,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-03 23:00:00,悼,0.5,7,74,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 00:00:00,巢悼,0.3,5.8,83,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 01:00:00,合,0.1,5,88,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 02:00:00,巢悼,0.1,4.6,91,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 03:00:00,悼,0.4,4,93,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 04:00:00,巢悼,0.4,3.3,95,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 05:00:00,悼,0.2,2.9,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 06:00:00,合,0.1,2.7,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 07:00:00,巢,0.5,5.4,89,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 08:00:00,合悼,0.3,9.6,71,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 09:00:00,巢,0.9,13.6,57,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 10:00:00,巢,1.1,18.8,38,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 11:00:00,巢,1.8,20.6,34,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 12:00:00,合,1.3,22.8,31,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 13:00:00,合辑,2.9,23.5,29,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 14:00:00,合,2.5,24.7,26,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 15:00:00,合,2.4,24.9,26,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 16:00:00,合,1.9,25,28,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 17:00:00,合辑,1.7,24.2,29,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 18:00:00,辑,0.8,22.4,40,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 19:00:00,合悼,0.4,18.5,54,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 20:00:00,合,0.2,14.8,70,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 21:00:00,悼,0.5,13,71,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 22:00:00,巢辑,0.3,10.9,82,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-04 23:00:00,悼,0.5,9.7,86,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 00:00:00,巢悼,0.6,8.7,87,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 01:00:00,合,0.1,7.6,94,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 02:00:00,合辑,0.1,6.6,95,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 03:00:00,合辑,0.2,6,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 04:00:00,合辑,0.1,5.2,96,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 05:00:00,合,0.1,4.5,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 06:00:00,巢悼,0.6,4.5,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 07:00:00,合悼,0.2,7.1,92,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 08:00:00,悼,0.3,11.4,77,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 09:00:00,巢,1,15.7,61,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 10:00:00,巢,0.8,20.2,41,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 11:00:00,悼,1.4,22.2,38,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 12:00:00,合悼,1.4,24.2,36,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 13:00:00,合辑,1.5,24.4,30,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 14:00:00,合,2,25.5,28,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 15:00:00,巢,1.4,26.4,26,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 16:00:00,合,1.5,25.8,24,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 17:00:00,合悼,1,26.1,24,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 18:00:00,巢悼,0.5,22.8,41,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 19:00:00,巢,0.2,18.9,58,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 20:00:00,巢悼,0.2,15.7,69,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 21:00:00,巢悼,0.5,13.4,75,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 22:00:00,合辑,0.2,12.2,86,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-05 23:00:00,巢悼,0.7,11.2,86,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 00:00:00,悼,0.2,10.3,91,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 01:00:00,辑,0.1,9.4,94,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 02:00:00,悼,0.5,8.9,95,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 03:00:00,巢悼,0.2,8.3,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 04:00:00,巢悼,0.4,7.8,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 05:00:00,悼,0.3,7.3,98,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 06:00:00,合,0.1,7.4,98,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 07:00:00,悼,0.6,9.4,95,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 08:00:00,合悼,0.3,13.9,81,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 09:00:00,巢辑,1.3,17.2,68,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 10:00:00,巢,1.3,21.1,56,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 11:00:00,巢,1.6,23.7,46,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 12:00:00,合辑,2.1,23.8,42,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 13:00:00,合,1.9,24.5,40,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 14:00:00,合,1.5,25.8,40,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 15:00:00,悼,2,26,39,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 16:00:00,合悼,1.9,25.3,38,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 17:00:00,合,1.6,25.3,37,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 18:00:00,合,1,23.9,45,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 19:00:00,巢,0.3,20,65,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 20:00:00,合悼,0.4,18.5,71,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 21:00:00,巢悼,0.4,16.4,80,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 22:00:00,悼,0.7,16.2,80,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-06 23:00:00,巢,0.3,14.3,89,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 00:00:00,悼,0.3,13,93,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 01:00:00,合辑,0.1,12,95,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 02:00:00,巢,0.1,11.3,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 03:00:00,巢悼,0.1,10.6,97,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 04:00:00,合,0.1,10.3,98,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 05:00:00,巢,0.3,9.9,98,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 06:00:00,辑,0.7,11,98,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 07:00:00,合辑,0.3,12.4,96,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 08:00:00,辑,0.7,15.3,89,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 09:00:00,巢辑,3.4,17,82,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 10:00:00,悼,1,20,66,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 11:00:00,合辑,1.9,20.5,62,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 12:00:00,合,1.9,21.8,61,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 13:00:00,合,1.9,21.2,57,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 14:00:00,合悼,3,21.7,58,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 15:00:00,合,2.5,22.3,45,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 16:00:00,巢悼,2.4,22.9,30,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 17:00:00,巢悼,1.9,22.3,31,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 18:00:00,合,2.7,20.6,41,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 19:00:00,合,1.3,18.8,35,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 20:00:00,合悼,0.8,14.7,53,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 21:00:00,悼,1.1,13.3,52,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 22:00:00,悼,0.6,11.4,61,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-07 23:00:00,巢,0.5,10.7,70,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 00:00:00,巢辑,0.4,10,79,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 01:00:00,合悼,0.4,9.3,83,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 02:00:00,合,0.7,9.4,80,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 03:00:00,合悼,2.2,12.3,63,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 04:00:00,合悼,1.8,12.1,67,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 05:00:00,悼,1.8,12.1,69,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 06:00:00,巢悼,0.8,11.5,74,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 07:00:00,合悼,0.9,12.3,70,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 08:00:00,巢悼,1.7,13.7,66,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 09:00:00,巢悼,1.7,15.6,55,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 10:00:00,巢悼,2,16.8,47,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 11:00:00,巢悼,2.2,17.6,45,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 12:00:00,巢悼,2.4,19.6,40,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 13:00:00,巢,1.9,20.3,38,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 14:00:00,巢辑,1.6,22.2,41,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 15:00:00,合悼,2.2,21.2,40,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 16:00:00,合悼,2.2,20.7,42,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 17:00:00,巢辑,0.9,20.2,42,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 18:00:00,悼,1.3,19.3,43,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 19:00:00,巢悼,0.6,18.4,47,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 20:00:00,巢悼,0.6,16.7,59,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 21:00:00,合辑,0.4,16.4,62,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 22:00:00,合辑,1.6,16.1,57,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-08 23:00:00,合,1,15.3,63,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 00:00:00,巢悼,0.6,12.2,92,1
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 01:00:00,合辑,1.1,11.6,89,0.5
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 02:00:00,巢,0.3,10.9,94,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 03:00:00,巢,0.3,10.5,97,0.5
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 04:00:00,合,0.6,10.2,94,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 05:00:00,合,0.3,9.9,95,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 06:00:00,合,0.5,9.9,95,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 07:00:00,合悼,1,10.5,91,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 08:00:00,悼,0.8,12.7,79,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 09:00:00,巢悼,2,15.1,62,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 10:00:00,合悼,2.3,16.3,53,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 11:00:00,巢悼,2.4,18.1,48,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 12:00:00,巢悼,3.3,20,42,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 13:00:00,悼,3.7,19.2,38,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 14:00:00,巢悼,3.1,21.5,36,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 15:00:00,悼,3.1,21.5,35,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 16:00:00,巢悼,2.8,22.4,32,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 17:00:00,巢悼,2.8,22.6,26,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 18:00:00,巢悼,2.4,21.7,25,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 19:00:00,巢悼,0.8,19,32,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 20:00:00,悼,0.4,14.1,54,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 21:00:00,巢悼,0.4,11.2,68,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 22:00:00,巢,0.1,9.9,74,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-09 23:00:00,合辑,0.2,9.1,78,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 00:00:00,巢悼,0.2,8.1,81,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 01:00:00,巢辑,0.1,7.1,87,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 02:00:00,悼,0.1,6.3,89,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 03:00:00,巢悼,0.3,6.1,92,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 04:00:00,悼,0.8,6.5,92,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 05:00:00,巢悼,0.6,6.4,91,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 06:00:00,巢辑,0.2,6.6,90,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 07:00:00,巢,0.5,8.7,83,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 08:00:00,巢悼,0.3,12.4,70,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 09:00:00,辑,1,15.6,41,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 10:00:00,巢悼,3.2,18.2,33,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 11:00:00,巢悼,2.5,20.5,28,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 12:00:00,巢悼,3,21.4,24,0
4373034000,面没合档,苛玫焙,没己搁,36.324736,127.761986,2022-05-10 13:00:00,巢悼,2.6,22.8,22,0
