행정구역코드,state(han),city(han),city2(han),위도,경도,발표시간,날씨아이콘,날씨텍스트,풍향,풍속,기온,습도,강수량,적설량,일조량,일사량
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-01 20:00:00,4,흐림,남서,3.8,13.9,5.8,-,-,0,1
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-01 21:00:00,1,맑음,서,3.2,13.1,6.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-01 22:00:00,1,맑음,서,2.6,12.5,7.0,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-01 23:00:00,1,맑음,서남서,2.7,12.0,7.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 00:00:00,1,맑음,서북서,1.9,11.5,7.7,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 01:00:00,1,맑음,서북서,1.3,10.8,7.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 02:00:00,1,맑음,서북서,0.8,10.4,8.1,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 03:00:00,1,맑음,서,0.7,9.9,8.4,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 04:00:00,1,맑음,서북서,0.5,9.7,8.8,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 05:00:00,1,맑음,북서,1.0,9.3,9.1,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 06:00:00,3,구름많음,북북서,1.0,9.3,9.2,-,-,0,1
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 07:00:00,3,구름많음,서,1.7,10.3,9.3,-,-,0,23
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 08:00:00,3,구름많음,남서,1.3,11.3,8.7,-,-,2,66
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 09:00:00,1,맑음,남남동,2.1,13.3,7.7,-,-,10,171
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 10:00:00,1,맑음,남서,2.2,15.1,6.0,-,-,10,243
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 11:00:00,1,맑음,서,3.8,16.5,4.1,-,-,10,299
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 12:00:00,2,구름조금,서,4.1,17.4,3.2,-,-,7,266
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 13:00:00,1,맑음,남서,3.4,18.2,3.4,-,-,10,369
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 14:00:00,2,구름조금,서북서,4.2,18.2,3.2,-,-,10,349
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 15:00:00,2,구름조금,서,3.9,19.0,2.9,-,-,9,285
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 16:00:00,1,맑음,서,2.7,18.5,2.8,-,-,8,218
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 17:00:00,1,맑음,서,3.1,18.6,3.2,-,-,9,169
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 18:00:00,1,맑음,서남서,3.5,17.7,3.6,-,-,10,104
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 19:00:00,1,맑음,서,2.9,16.3,3.8,-,-,9,38
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 20:00:00,1,맑음,서,2.1,14.9,4.3,-,-,0,2
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 21:00:00,1,맑음,서,3.2,14.4,4.7,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 22:00:00,1,맑음,서북서,2.9,13.9,5.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-02 23:00:00,1,맑음,서북서,3.2,13.4,5.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 00:00:00,1,맑음,서,2.5,12.4,5.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 01:00:00,1,맑음,서,1.8,11.5,5.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 02:00:00,1,맑음,서남서,1.2,10.7,6.1,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 03:00:00,1,맑음,서남서,1.3,10.1,6.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 04:00:00,1,맑음,서남서,0.6,9.8,6.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 05:00:00,1,맑음,북,0.5,9.5,6.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 06:00:00,1,맑음,북,1.3,9.2,7.0,-,-,0,1
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 07:00:00,1,맑음,남,1.2,9.7,7.5,-,-,9,37
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 08:00:00,1,맑음,남,2.3,12.1,7.5,-,-,10,100
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 09:00:00,1,맑음,남,2.4,14.1,5.9,-,-,10,187
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 10:00:00,1,맑음,남,2.5,16.3,4.6,-,-,10,252
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 11:00:00,1,맑음,서남서,3.6,17.8,3.7,-,-,10,306
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 12:00:00,1,맑음,남남서,3.9,19.1,2.8,-,-,10,339
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 13:00:00,1,맑음,남,5.3,19.4,3.0,-,-,10,351
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 14:00:00,1,맑음,서남서,4.0,20.2,2.5,-,-,10,342
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 15:00:00,1,맑음,서남서,4.1,20.5,2.5,-,-,10,309
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 16:00:00,1,맑음,서남서,3.4,20.7,2.7,-,-,10,252
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 17:00:00,1,맑음,서,4.3,19.8,2.7,-,-,10,185
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 18:00:00,1,맑음,서,3.4,18.8,3.0,-,-,10,107
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 19:00:00,3,구름많음,서,3.4,16.8,3.7,-,-,6,37
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 20:00:00,1,맑음,서남서,2.5,15.1,4.1,-,-,0,2
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 21:00:00,1,맑음,서,2.1,14.2,4.2,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 22:00:00,1,맑음,서남서,2.5,13.8,4.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-03 23:00:00,1,맑음,서남서,2.5,13.4,4.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 00:00:00,2,구름조금,남동,0.4,12.7,4.8,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 01:00:00,2,구름조금,북,1.7,12.1,5.2,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 02:00:00,1,맑음,북,1.3,11.6,4.8,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 03:00:00,1,맑음,북동,1.7,11.0,4.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 04:00:00,1,맑음,북북동,1.8,10.7,5.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 05:00:00,1,맑음,북동,1.3,10.3,5.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 06:00:00,1,맑음,북북동,1.7,10.1,6.1,-,-,0,1
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 07:00:00,1,맑음,북동,1.5,10.7,6.2,-,-,8,36
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 08:00:00,1,맑음,북동,2.2,14.0,5.3,-,-,10,101
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 09:00:00,1,맑음,동북동,1.9,16.6,4.2,-,-,10,180
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 10:00:00,1,맑음,남남서,2.2,18.9,3.5,-,-,10,243
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 11:00:00,1,맑음,남남서,2.4,21.2,3.2,-,-,10,297
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 12:00:00,1,맑음,남서,4.0,22.8,3.3,-,-,10,331
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 13:00:00,1,맑음,남서,3.7,24.3,3.5,-,-,10,341
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 14:00:00,1,맑음,남서,4.6,25.1,3.5,-,-,10,330
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 15:00:00,1,맑음,남서,4.7,24.8,3.5,-,-,10,298
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 16:00:00,1,맑음,남서,4.6,24.3,3.5,-,-,10,245
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 17:00:00,1,맑음,남남서,4.1,23.7,3.5,-,-,10,179
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 18:00:00,1,맑음,남남서,4.8,22.3,3.7,-,-,10,100
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 19:00:00,1,맑음,남서,3.2,20.9,4.0,-,-,8,38
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 20:00:00,1,맑음,남서,3.0,19.8,4.3,-,-,0,2
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 21:00:00,1,맑음,서남서,1.4,18.8,4.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 22:00:00,1,맑음,남남서,2.2,17.9,4.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-04 23:00:00,1,맑음,서,2.7,16.8,4.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 00:00:00,1,맑음,서,1.8,16.0,4.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 01:00:00,1,맑음,서남서,0.9,15.2,4.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 02:00:00,1,맑음,서남서,0.9,14.9,4.7,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 03:00:00,1,맑음,남서,0.7,14.2,4.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 04:00:00,1,맑음,북동,0.6,13.7,4.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 05:00:00,1,맑음,북북동,1.4,12.8,4.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 06:00:00,1,맑음,북북동,1.8,12.5,5.6,-,-,0,2
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 07:00:00,1,맑음,북동,1.6,12.9,5.8,-,-,10,40
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 08:00:00,1,맑음,북북동,1.5,15.9,5.6,-,-,10,109
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 09:00:00,1,맑음,남,2.8,18.4,3.6,-,-,10,191
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 10:00:00,1,맑음,남서,2.5,20.3,3.1,-,-,10,258
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 11:00:00,1,맑음,남남서,3.2,21.9,3.5,-,-,10,317
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 12:00:00,1,맑음,남,2.9,22.8,3.6,-,-,10,351
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 13:00:00,1,맑음,남서,2.8,23.9,3.6,-,-,10,367
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 14:00:00,1,맑음,남서,2.1,24.8,3.4,-,-,10,357
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 15:00:00,1,맑음,남남서,2.4,25.7,3.3,-,-,10,321
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 16:00:00,1,맑음,서,2.8,25.2,3.8,-,-,10,265
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 17:00:00,1,맑음,서남서,3.6,24.7,3.9,-,-,10,198
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 18:00:00,2,구름조금,서,3.6,23.1,4.7,-,-,10,120
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 19:00:00,2,구름조금,서,4.3,20.5,5.4,-,-,7,36
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 20:00:00,2,구름조금,서남서,4.5,19.2,5.9,-,-,0,3
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 21:00:00,1,맑음,서,2.5,18.4,6.2,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 22:00:00,1,맑음,북북동,0.5,17.5,6.2,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-05 23:00:00,1,맑음,서북서,0.7,16.8,6.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 00:00:00,1,맑음,북,0.5,16.2,6.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 01:00:00,1,맑음,남동,0.0,15.8,7.2,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 02:00:00,1,맑음,북,1.3,15.5,7.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 03:00:00,1,맑음,북북동,1.8,14.8,7.7,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 04:00:00,1,맑음,북동,1.8,14.3,7.8,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 05:00:00,1,맑음,북동,1.8,13.9,7.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 06:00:00,1,맑음,북,1.6,13.8,8.2,-,-,0,2
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 07:00:00,2,구름조금,북동,1.3,14.6,8.1,-,-,6,32
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 08:00:00,3,구름많음,동북동,1.4,17.4,7.2,-,-,9,101
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 09:00:00,3,구름많음,북동,2.0,19.9,6.2,-,-,7,161
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 10:00:00,2,구름조금,남남서,2.5,21.7,6.0,-,-,9,232
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 11:00:00,3,구름많음,남남서,3.9,22.7,5.4,-,-,8,285
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 12:00:00,3,구름많음,서,3.6,23.7,5.1,-,-,6,265
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 13:00:00,3,구름많음,서남서,3.4,25.2,4.5,-,-,10,369
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 14:00:00,2,구름조금,서,4.1,24.6,4.6,-,-,9,336
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 15:00:00,3,구름많음,서남서,3.1,24.9,4.6,-,-,10,272
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 16:00:00,2,구름조금,서,4.2,25.1,4.5,-,-,7,213
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 17:00:00,2,구름조금,서,4.1,24.6,4.9,-,-,10,176
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 18:00:00,4,흐림,서,3.8,22.9,5.3,-,-,7,71
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 19:00:00,3,구름많음,서남서,3.9,21.2,6.5,-,-,5,43
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 20:00:00,3,구름많음,서,3.2,19.6,7.8,-,-,0,2
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 21:00:00,3,구름많음,서남서,2.7,18.8,8.0,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 22:00:00,3,구름많음,서,3.2,18.1,8.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-06 23:00:00,3,구름많음,서,2.6,17.9,8.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 00:00:00,3,구름많음,서,2.6,17.8,8.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 01:00:00,3,구름많음,서,1.9,17.8,8.6,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 02:00:00,3,구름많음,서,3.1,17.3,9.0,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 03:00:00,4,흐림,서남서,2.2,16.7,8.9,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 04:00:00,4,흐림,서,2.3,16.5,9.1,0.1,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 05:00:00,4,흐림,서남서,3.3,16.1,9.3,0.3,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 06:00:00,4,흐림,서남서,1.8,16.2,9.1,0.4,-,0,0
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 07:00:00,4,흐림,서,3.0,15.6,9.0,0.4,-,0,5
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 08:00:00,4,흐림,서남서,3.7,15.3,9.1,0.5,-,0,14
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 09:00:00,4,흐림,서남서,2.6,15.7,8.8,0.5,-,0,32
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 10:00:00,3,구름많음,서,2.7,17.1,7.7,0.5,-,0,96
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 11:00:00,3,구름많음,서,4.1,19.1,5.8,0.5,-,6,247
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 12:00:00,3,구름많음,서북서,3.2,21.2,3.7,0.5,-,10,335
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 13:00:00,1,맑음,북북서,4.8,22.7,2.6,0.5,-,10,357
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 14:00:00,2,구름조금,북서,5.3,22.6,2.3,0.5,-,10,349
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 15:00:00,3,구름많음,서,4.1,22.7,2.2,0.5,-,10,310
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 16:00:00,3,구름많음,서북서,4.8,22.4,1.8,0.5,-,10,236
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 17:00:00,2,구름조금,서,2.8,21.9,2.2,0.5,-,10,177
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 18:00:00,3,구름많음,서,2.8,20.7,2.5,0.5,-,2,70
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 19:00:00,3,구름많음,서,2.8,19.6,2.8,0.5,-,0,28
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 20:00:00,3,구름많음,서북서,2.8,18.8,3.0,0.5,-,0,1
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 21:00:00,3,구름많음,북서,4.1,18.3,3.2,0.5,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 22:00:00,3,구름많음,서남서,1.2,17.4,3.5,0.5,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-07 23:00:00,4,흐림,북서,1.3,16.6,3.6,0.5,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 00:00:00,4,흐림,북동,2.9,15.8,3.5,0.5,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 01:00:00,4,흐림,동북동,3.2,16.3,4.5,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 02:00:00,4,흐림,북동,3.6,16.2,4.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 03:00:00,4,흐림,동북동,3.2,15.8,4.2,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 04:00:00,4,흐림,북동,2.7,15.5,4.2,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 05:00:00,4,흐림,북동,2.6,15.1,4.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 06:00:00,4,흐림,북동,2.8,15.0,4.3,-,-,0,0
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 07:00:00,4,흐림,북동,2.3,15.0,4.3,-,-,0,10
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 08:00:00,4,흐림,동북동,2.1,15.4,4.3,-,-,0,26
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 09:00:00,4,흐림,동북동,2.4,15.8,4.1,-,-,0,41
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 10:00:00,4,흐림,동,2.1,16.8,4.1,-,-,0,78
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 11:00:00,4,흐림,동북동,1.9,17.3,3.8,-,-,0,65
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 12:00:00,4,흐림,동북동,2.2,17.8,3.6,-,-,0,96
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 13:00:00,4,흐림,동북동,1.1,18.2,3.7,-,-,0,100
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 14:00:00,4,흐림,동북동,1.8,17.8,3.8,-,-,0,52
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 15:00:00,4,흐림,동북동,2.5,17.6,3.9,-,-,0,56
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 16:00:00,4,흐림,북동,3.0,17.7,4.0,-,-,0,54
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 17:00:00,4,흐림,북동,2.3,17.2,4.1,-,-,0,29
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 18:00:00,4,흐림,북,3.7,16.6,4.3,0,-,0,9
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 19:00:00,4,흐림,북동,4.1,15.3,5.3,0,-,0,4
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 20:00:00,4,흐림,북동,4.1,13.4,7.5,0.1,-,0,0
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 21:00:00,4,흐림,북동,2.8,12.3,8.3,0.8,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 22:00:00,4,흐림,동북동,3.8,11.9,8.9,1.6,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-08 23:00:00,4,흐림,북동,3.0,11.8,8.9,2,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-09 00:00:00,3,구름많음,북동,2.8,11.7,8.7,2,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-09 01:00:00,3,구름많음,북동,3.2,11.6,8.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-09 02:00:00,4,흐림,북동,2.1,11.5,8.3,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-09 03:00:00,4,흐림,북북동,2.0,11.5,8.1,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-09 04:00:00,4,흐림,동북동,1.0,11.4,8.0,-,-,-,-
1114055000,서울특별시,중구,명동,37.557236,126.987889,2022-05-09 05:00:00,4,흐림,북북동,2.0,11.4,8.2,-,-,-,-
